{ Id = 1, UserId = 29, FirstName = rew, LastName = wer, ActionType = LoginFailed, DateTime = 02/09/2022 16:35:34 }
{ Id = 434, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:05:52 }

{ Id = 435, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:10:16 }

{ Id = 436, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:10:17 }

{ Id = 437, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:11:12 }

{ Id = 438, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:11:13 }

{ Id = 439, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:12:23 }

{ Id = 440, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:12:24 }

{ Id = 441, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:18:43 }

{ Id = 442, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:18:43 }

{ Id = 443, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:24:13 }

{ Id = 444, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:24:14 }

{ Id = 446, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 20:25:05 }

{ Id = 447, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:33:49 }

{ Id = 448, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 20:34:37 }

{ Id = 449, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:35:19 }

{ Id = 450, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:35:28 }

{ Id = 451, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:35:29 }

{ Id = 452, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:35:40 }

{ Id = 453, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:35:40 }

{ Id = 454, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:41:51 }

{ Id = 455, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:41:51 }

{ Id = 456, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 20:44:48 }

{ Id = 457, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:44:55 }

{ Id = 458, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 20:44:57 }

{ Id = 459, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:45:13 }

{ Id = 460, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 20:46:46 }

{ Id = 461, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:47:08 }

{ Id = 462, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:47:33 }

{ Id = 463, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:47:33 }

{ Id = 464, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:48:21 }

{ Id = 465, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:48:21 }

{ Id = 466, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 20:51:10 }

{ Id = 467, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:51:14 }

{ Id = 468, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:51:16 }

{ Id = 469, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:51:16 }

{ Id = 470, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:53:07 }

{ Id = 471, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:53:07 }

{ Id = 472, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:53:58 }

{ Id = 473, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:53:58 }

{ Id = 474, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 20:55:07 }

{ Id = 475, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:55:38 }

{ Id = 476, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 20:56:05 }

{ Id = 477, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:56:06 }

{ Id = 478, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 20:56:44 }

{ Id = 479, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 20:56:52 }

{ Id = 480, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:00:34 }

{ Id = 481, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:00:34 }

{ Id = 482, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:00:49 }

{ Id = 483, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:00:49 }

{ Id = 484, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:01:20 }

{ Id = 485, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:01:20 }

{ Id = 486, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:02:30 }

{ Id = 487, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:02:30 }

{ Id = 488, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:02:39 }

{ Id = 489, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:03:18 }

{ Id = 490, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:03:39 }

{ Id = 491, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:03:39 }

{ Id = 492, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:03:52 }

{ Id = 493, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:03:52 }

{ Id = 494, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:04:40 }

{ Id = 495, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:04:40 }

{ Id = 496, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:04:41 }

{ Id = 497, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:04:47 }

{ Id = 498, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:10:23 }

{ Id = 499, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:10:23 }

{ Id = 500, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:10:36 }

{ Id = 501, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:10:36 }

{ Id = 502, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:11:05 }

{ Id = 503, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:11:05 }

{ Id = 504, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:11:23 }

{ Id = 505, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:11:23 }

{ Id = 506, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:12:43 }

{ Id = 507, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:12:43 }

{ Id = 508, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:27:55 }

{ Id = 509, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:27:56 }

{ Id = 510, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:28:10 }

{ Id = 511, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:28:10 }

{ Id = 512, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:28:51 }

{ Id = 513, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:28:51 }

{ Id = 514, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:30:18 }

{ Id = 515, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:30:18 }

{ Id = 516, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:30:30 }

{ Id = 517, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:33:57 }

{ Id = 518, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:34:04 }

{ Id = 519, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:34:16 }

{ Id = 520, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:34:19 }

{ Id = 521, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:34:34 }

{ Id = 522, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:34:39 }

{ Id = 523, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:35:04 }

{ Id = 524, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:35:09 }

{ Id = 525, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:35:49 }

{ Id = 526, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:36:01 }

{ Id = 527, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:36:01 }

{ Id = 528, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:38:02 }

{ Id = 529, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:38:02 }

{ Id = 530, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:39:26 }

{ Id = 531, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:39:42 }

{ Id = 532, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:40:06 }

{ Id = 533, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:40:07 }

{ Id = 534, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:40:20 }

{ Id = 535, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:40:20 }

{ Id = 536, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:43:01 }

{ Id = 537, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:43:01 }

{ Id = 538, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:43:14 }

{ Id = 539, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:43:15 }

{ Id = 540, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:44:47 }

{ Id = 541, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:44:47 }

{ Id = 542, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:47:07 }

{ Id = 543, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:47:07 }

{ Id = 544, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:47:20 }

{ Id = 545, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:47:20 }

{ Id = 546, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 21:56:37 }

{ Id = 547, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:56:38 }

{ Id = 548, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:56:45 }

{ Id = 549, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:56:59 }

{ Id = 550, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:57:05 }

{ Id = 551, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:57:42 }

{ Id = 552, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:57:46 }

{ Id = 553, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:58:07 }

{ Id = 554, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:58:12 }

{ Id = 555, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:59:23 }

{ Id = 556, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:59:27 }

{ Id = 557, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 21:59:41 }

{ Id = 558, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 21:59:52 }

{ Id = 559, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:00:11 }

{ Id = 560, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 22:00:17 }

{ Id = 561, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:00:39 }

{ Id = 562, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 22:00:44 }

{ Id = 563, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:01:20 }

{ Id = 564, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 22:01:24 }

{ Id = 565, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:02:01 }

{ Id = 566, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 22:02:05 }

{ Id = 567, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:02:19 }

{ Id = 568, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 22:02:25 }

{ Id = 569, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:02:52 }

{ Id = 570, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 22:02:57 }

{ Id = 571, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:03:30 }

{ Id = 572, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 22:04:18 }

{ Id = 573, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:04:19 }

{ Id = 574, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 22:04:21 }

{ Id = 575, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:04:28 }

{ Id = 576, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 22:05:01 }

{ Id = 577, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:05:02 }

{ Id = 578, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 22:05:35 }

{ Id = 579, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:05:35 }

{ Id = 580, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 22:06:22 }

{ Id = 581, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:06:30 }

{ Id = 582, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 22:08:14 }

{ Id = 583, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:08:14 }

{ Id = 584, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 22:08:42 }

{ Id = 585, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:08:43 }

{ Id = 586, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 22:12:26 }

{ Id = 587, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:12:26 }

{ Id = 588, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 22:13:47 }

{ Id = 589, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:13:48 }

{ Id = 590, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 22:58:25 }

{ Id = 591, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 22:58:26 }

{ Id = 592, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 22:59:57 }

{ Id = 593, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:00:02 }

{ Id = 594, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 23:00:13 }

{ Id = 595, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:01:19 }

{ Id = 596, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 23:11:54 }

{ Id = 597, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:11:54 }

{ Id = 598, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 23:12:09 }

{ Id = 599, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:12:10 }

{ Id = 600, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 23:24:55 }

{ Id = 601, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:24:55 }

{ Id = 602, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 23:25:01 }

{ Id = 603, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:27:38 }

{ Id = 604, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 23:27:48 }

{ Id = 605, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:28:48 }

{ Id = 606, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 23:29:03 }

{ Id = 607, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:30:49 }

{ Id = 608, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 23:30:52 }

{ Id = 609, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:31:07 }

{ Id = 610, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 23:33:12 }

{ Id = 611, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:33:12 }

{ Id = 612, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 23:33:54 }

{ Id = 613, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:33:54 }

{ Id = 614, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 23:35:24 }

{ Id = 615, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:35:25 }

{ Id = 616, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 23:36:22 }

{ Id = 617, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:36:22 }

{ Id = 618, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 23:39:58 }

{ Id = 619, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:39:58 }

{ Id = 620, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 23:41:28 }

{ Id = 621, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:41:32 }

{ Id = 622, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 23:41:33 }

{ Id = 623, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:41:40 }

{ Id = 624, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 23:41:54 }

{ Id = 625, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:41:54 }

{ Id = 626, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 23:42:35 }

{ Id = 627, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:42:35 }

{ Id = 628, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 23:42:47 }

{ Id = 629, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:43:15 }

{ Id = 630, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 16/09/2022 23:43:45 }

{ Id = 631, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:44:54 }

{ Id = 632, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 16/09/2022 23:45:06 }

{ Id = 633, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 16/09/2022 23:45:06 }

{ Id = 634, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 00:19:58 }

{ Id = 635, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:19:58 }

{ Id = 636, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 00:21:24 }

{ Id = 637, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:21:24 }

{ Id = 638, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 00:21:32 }

{ Id = 639, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:21:57 }

{ Id = 640, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 00:22:17 }

{ Id = 641, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:22:36 }

{ Id = 642, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 00:22:39 }

{ Id = 643, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:22:48 }

{ Id = 644, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 00:23:22 }

{ Id = 645, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:23:22 }

{ Id = 646, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 00:29:25 }

{ Id = 647, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:29:25 }

{ Id = 648, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 00:31:13 }

{ Id = 649, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:31:13 }

